uedebug-website-ci-1650215444.us-east-1.elb.amazonaws.com.      -    Origem =   unrealengine-ci-debug.ol.epicgames.com
fortnite-bacchusplaytest-pub-2079666204.us-east-1.elb.amazonaws.com.      -    Origem =   fortnite-public-bacchusplaytest-prod.ol.epicgames.com
sipdir.online.lync.com.      -    Origem =   sip.epicgames.com
approval-bot.eut.it.epicgames.com.      -    Origem =   approval-bot-3.eut.it.epicgames.com
d824052909d82e788f8270ff03a90b2e.qcloudzygj.com.      -    Origem =   weighted-zh-accounts.epicgames.com
ghs.googlehosted.com.      -    Origem =   calendar.epicgames.com
jira.it.epicgames.com.      -    Origem =   jira.ol.epicgames.com
horizon.sailthru.com.      -    Origem =   horizon.epicgames.com
ghs.googlehosted.com.      -    Origem =   sites.epicgames.com
dvebieqs04xdh.cloudfront.net.      -    Origem =   epic-achievements-gamedev-assets.epicgames.com
ghs.googlehosted.com.      -    Origem =   docs.epicgames.com
store.epicgames.com.cdn.cloudflare.net.      -    Origem =   store-weighted-cdn.epicgames.com
fortnite-bacchusplaytest-pub-2079666204.us-east-1.elb.amazonaws.com.      -    Origem =   fortnite-public-bacchusplaytest-prod.ol.epicgames.com
damascushelp.epicgames.com.00d1a000000l44reas.live.siteforce.com.      -    Origem =   damascushelp.epicgames.com
epicgames-app-gateway-prod-778712012.us-east-1.elb.amazonaws.com.      -    Origem =   app.epicgames-prod.ol.epicgames.com
content-controls-prod.on.epicgames.com.cdn.cloudflare.net.      -    Origem =   content-controls-prod.on.epicgames.com
epicgames-graphql-gateway-prod-222972462.us-east-1.elb.amazonaws.com.      -    Origem =   graphql.epicgames-prod.ol.epicgames.com
jira.it.epicgames.com.      -    Origem =   jira.ol.epicgames.com
link-2joi520r.gaapqcloud.com.      -    Origem =   weighted-zh-catalog-public-service-prod06.ol.epicgames.com
launcher.store.epicgames.com.cdn.cloudflare.net.      -    Origem =   weighted-launcher.store.epicgames.com
egs-platform-service.store.epicgames.com.cdn.cloudflare.net.      -    Origem =   egs-platform-service-weighted-cdn.epicgames.com
f8a4b1b967f276d95c7c22698e62d207.qcloudwzgj.com.      -    Origem =   weighted-zh-graphql.epicgames.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   cdn2-dest.unrealengine.com
api.epicgames.dev.      -    Origem =   metrics.ol.epicgames.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   cdn1-dest.unrealengine.com
link-7kp4nhdl.gaapqcloud.com.      -    Origem =   weighted-zh-tracking.epicgames.com
datarouter-public-service-prod06.ol.epicgames.com.      -    Origem =   etsource.epicgames.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   static-assets-prod-dest.epicgames.com
jira.it.epicgames.com.      -    Origem =   jira.epicgames.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   cdn1-dest.epicgames.com
datarouter-public-service-prod06.ol.epicgames.com.      -    Origem =   et2.epicgames.com
approval-bot.eut.it.epicgames.com.      -    Origem =   approval-bot-3.eut.it.epicgames.com
images.s6.exacttarget.com.edgesuite.net.      -    Origem =   image.news.epicgames.com
dy94g1i517q3a.cloudfront.net.      -    Origem =   cdn4.epicgames.com
pages.virt.s6.exacttarget.com.      -    Origem =   pages.news.epicgames.com
click.virt.s6.exacttarget.com.      -    Origem =   click.news.epicgames.com
dvebieqs04xdh.cloudfront.net.      -    Origem =   epic-achievements-gamedev-assets.epicgames.com
d824052909d82e788f8270ff03a90b2e.qcloudzygj.com.      -    Origem =   weighted-zh-accounts.epicgames.com
ghs.googlehosted.com.      -    Origem =   sites.epicgames.com
ghs.googlehosted.com.      -    Origem =   docs.epicgames.com
ghs.googlehosted.com.      -    Origem =   calendar.epicgames.com
horizon.sailthru.com.      -    Origem =   horizon.unrealengine.com
webdir.online.lync.com.      -    Origem =   lyncdiscover.epicgames.com
damascushelp.epicgames.com.00d1a000000l44reas.live.siteforce.com.      -    Origem =   damascushelp.epicgames.com
sipdir.online.lync.com.      -    Origem =   sip.epicgames.com
horizon.sailthru.com.      -    Origem =   horizon.epicgames.com
content-controls-prod.on.epicgames.com.cdn.cloudflare.net.      -    Origem =   content-controls-prod.on.epicgames.com
store.epicgames.com.cdn.cloudflare.net.      -    Origem =   store-weighted-cdn.epicgames.com
egs-platform-service.store.epicgames.com.cdn.cloudflare.net.      -    Origem =   egs-platform-service-weighted-cdn.epicgames.com
epicgames-app-gateway-prod-778712012.us-east-1.elb.amazonaws.com.      -    Origem =   app.epicgames-prod.ol.epicgames.com
f8a4b1b967f276d95c7c22698e62d207.qcloudwzgj.com.      -    Origem =   weighted-zh-graphql.epicgames.com
epicgames-graphql-gateway-prod-222972462.us-east-1.elb.amazonaws.com.      -    Origem =   graphql.epicgames-prod.ol.epicgames.com
link-2joi520r.gaapqcloud.com.      -    Origem =   weighted-zh-catalog-public-service-prod06.ol.epicgames.com
fortnite-bacchusplaytest-pub-2079666204.us-east-1.elb.amazonaws.com.      -    Origem =   fortnite-public-bacchusplaytest-prod.ol.epicgames.com
datarouter-public-service-prod06.ol.epicgames.com.      -    Origem =   etsource.epicgames.com
link-7kp4nhdl.gaapqcloud.com.      -    Origem =   weighted-zh-tracking.epicgames.com
launcher.store.epicgames.com.cdn.cloudflare.net.      -    Origem =   weighted-launcher.store.epicgames.com
dy94g1i517q3a.cloudfront.net.      -    Origem =   cdn4.epicgames.com
datarouter-public-service-prod06.ol.epicgames.com.      -    Origem =   et2.epicgames.com
jira.it.epicgames.com.      -    Origem =   jira.epicgames.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   cdn2-dest.unrealengine.com
san.cdn.unrealengine.com.edgekey.net.      -    Origem =   cdn1-dest.unrealengine.com
horizon.sailthru.com.      -    Origem =   horizon.unrealengine.com
fortnite-svc-devplaytestl-pub-1471184490.us-east-1.elb.amazonaws.com.      -    Origem =   fortnite-public-service-devplaytestl-prod.ol.epicgames.com
